sl.no.,brand,name,reviews date added,reviews do recommend,reviews num helpful,reviews rating,reviews,reviews ritle,reight
110,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2018-01-08T09:58:32Z,,,5,"Makes orange jello taste like creamsicle, strawberry taste like strawberries and cream, lemon taste like lemon meringue....I could go on and on....get some today!!",Makes The Best Jello Shots Ever!!,1.0 lbs
111,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-11-20T22:26:30Z,,,5,"Pinnacle has been making our Martini's in my family for many years. My late father discovered it years ago when someone said it's on par with that vodka that flys south for the winter, but at a very reasonable price. Try it, bet you'll love it too. Al","""the Best Jerry, The Best""",1.0 lbs
112,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-09-23T23:01:18Z,,,5,The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it!,Pinnacle Whipped Bodka,1.0 lbs
113,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-09-20T01:18:35Z,,,5,"Everything is great about this product, cheap price, perfect taste. Mixing this flavor with just a soda makes it delicious.",Love this product!,1.0 lbs
114,Pinnacle,Pinnacle174 Whipped Cream Flavored Vodka - 750ml Bottle,2017-09-02T07:00:09Z,,,5,"I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions.",I Love This Stuff !!!!,1.0 lbs
115,Skinnygirl,Skinnygirl174 Original Margarita - 750ml Bottle,2018-01-10T05:38:33Z,,,2,Just so so. Seems to be missing something. There are much better margarita mixes out there without all the additives this does not have.,So So,1.0 lbs
116,Mirassou,Mirassou174 Pinot Noir - 750ml Bottle,2018-01-10T05:58:02Z,TRUE,1,4,Very good summer red. It's become our favorite reasonably priced wine that we enjoy on its own.,Smooth And Fruity.,1.0 lbs
117,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,,5,love all of the flavors. will be buying again. great for summer drinks,seagrams escapes,0.06 lbs
118,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,,4,"I bought this pack on a whim and I'm so glad I did. There is a variety of drinks for a great price, even less than the discount liquor store! I'll definitely get this again!",Variety Value,0.06 lbs
119,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,,,5,Vrty good,Line,0.06 lbs
120,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,,,4,Jamaican me happy,Enjoy there flavors,0.06 lbs
121,Seagram's,Seagram's174 Escapes Malt Beverage Variety Pack - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,FALSE,,5,Really enjoy these but SAMs likes to send you on wild goose chases saying available and none to be found not even the empty pallet,Tasty if you can find it,0.06 lbs
122,Apothic,Apothic174 Dark Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,We have been buying Apothic Dark for a couple of years now. It is our Red Blend of Choice. Very Smooth and very reasonably priced.,Best Red Blend for the price,2.0 lbs
123,Apothic,Apothic174 Dark Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,3,Decent table wine for the price. Bend that is on the sweeter side of the spectrum.,pretty good,2.0 lbs
124,RumChata,Rumchata174 Caribbean Rum - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,Rum Chata is great when mixed with Fireball or Caramel Vodka,Very popular,1.56 lbs
125,Sauza,Sauza174 Silver Tequila - 750ml Bottle,2018-01-10T18:06:41Z,,,5,Love this brand of tequila. I'm a Margarita fan and like to make different kinds,"Love The Cucumber Chili, Wish It Wasn't Discontinued.",1.0 lbs
126,Corona Extra,Corona Extra174 Beer - 12pk / 12oz Bottles,2018-01-10T22:32:39Z,TRUE,1,5,love it wouldnt mind drinking more,Beer,1.0 lbs
127,Bud Light,Bud Light174 Lime Beer - 12pk / 12oz Cans,2018-01-10T18:59:18Z,,1,4,"On a hot day near the water, this is the cheap-ish beer to have. Bud light with a solid splash of lime, makes it a light and refreshing choice. The Target 12-pack is average-priced and will provide a beverage most will enjoy - particularly the ladies.","Good, Cheap, Summer Lake Beer",1.0 lbs
128,Absolut,Absolut174 Mandarin Vodka - 750ml Bottle,2018-01-10T05:38:33Z,TRUE,1,5,"Love this vodka - it's perfect for screwdrivers! It blends so well with the juice and for an interesting citrus blend, you can use grapefruit juice.",This Is Great!,1.0 lbs
129,Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,We've been drinking this wine for a while. It's one of a group we buy regularly because it's a good wine at an affordable price.,One of our favorites,1.0 lbs
130,Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,4,"Never disappointed, constant taste.",Like an old friend,1.0 lbs
131,Menage A Trois,Menage A Trois174 Red Blend - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,5,"A delicious blended wine ... give it a try, you might be surprised",A hidden gem,1.0 lbs
132,Schmitt Sohne Family Wines,Schmitt Sohne174 Relax Riesling - 750ml Bottle,2018-01-10T05:58:02Z,TRUE,0,5,This is by far the best reisling I've ever had! LOVE it! Always consistent in flavor and my go to!,Best Reisling!,1.0 lbs
133,Blue Moon,Blue Moon174 Belgian White Wheat Ale - 12pk / 12oz Bottles,2018-01-10T05:58:02Z,,1,5,Great Taste don't forget a slice of orage on the side!,Delicious,31.1 lbs
134,KINKY,Kinky174 Fruit Liqueur - 750ml Bottle,2018-01-10T05:38:33Z,TRUE,1,5,Very fruity. Smooth. I like it straight over ice with a bit of Chambord.,Yum!,1.56 lbs
135,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"Tastes absolutley nothing like Chinese restaurant tea... not even similar. It's absolutley horrible, bitter and acrid. With shipping I paid 50 cents per bag... what an amazing rip off. You can go to a local Oriental store and get this kind of stuff for 2 cents per bag... and it would probably taste better.",Bitter Acrid Terrible Tea,1.0 lbs
136,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,I don't know why some people wrote bad reviews about this tea. It is just like the tea I've grown up with that I had in Chinese Restaurants. The only complaint I have is that I found the same tea while visiting an Asian store out of town and it was only 2.00 per box while this one was more than double plus a 2.99 shipping fee. I knocked the rating down one star because of the outrageous price this seller charges.,Very good tea.....,1.0 lbs
137,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"Had a cup of this tea and it was like reliving the past. Always drank this blend at a small Chinese Resturant in Queens, NY. After my first sip I felt like I was back thier enjoying a big pot of tea. Smooth and Relaxing, great blend and will be ordering more soon.",Loving It,1.0 lbs
138,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"Yes! this IS just like the Chinese restaurant tea. I used to receive a tea bag or two from my favorite Chinese take out, but nobody does that anymore. I'd save my teabag for the next day to drink with the leftovers, to enhance the leftovers. Now, I can enjoy this tea anytime. This is a refreshing tea that does not make one feel as if we should be adding milk and/or eating some cookies or cakes with it. This tea can stand alone and refresh the inner soul. I drink it with just a pinch of sugar.",Great tea!!,1.0 lbs
139,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"I gave this to my husband for christmas and he loves it. Says it smells good, it has a nice flavor and a smooth texture, just like the tea you are served in Chinese Restaurants :)",Fantastic Tea,1.0 lbs
140,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"I really like this tea and have bought it many times. The blend called Chinese Restaurant Tea is a blend of green, oolong and jasmine. It doesn't contain ginseng or black tea, which might explain why some people don't like it. (Black tea is more common and smoother tasting than green, which can be grassy or sharp tasting.) It does taste like the teas I have had at better Asian restaurants. (Some of the cheapo ones don't even serve tea any more.)I like the packaging and the name. Kind of quirky, stripped down and charming to my mind. It is hard for me to find this tea in stores. I called the company and they said it was only available in certain regions. (My store had carried it but stopped apparently due to this regional issue -- no longer available in our part of PA.) It was much cheaper in the store than it is on-line but I am just glad to have found it! Thanks for carrying it, Amazon and friends!","Tasty blend of green, jasmine and oolong tea. Hard to find in stores where I live.",1.0 lbs
141,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"Really, that's all I have to say. I have ordered this tea several times. Tastes EXACTLY like the Chinese tea that you can find in any major Chinese restaurant.",ILOVETHISTEA,1.0 lbs
142,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-10-30T21:55:56Z,,,,"I really like the taste of the tea, especially cold. It's a green tea mixed with Ginseng, and they've added licorice root to perhaps sweeten the tea. I don't even add any sugar or honey to it, the taste is that good. My only complaint is that the box claims it is 100 natural, but I wish they would disclose the amount and type of Ginseng. I bought this tea because of the Ginseng, so it would be nice if they disclosed what type of Ginseng and what concentration of it is in the tea itself. Since this is a pretty inexpensive tea, I'm guessing it's a cheap low-quality Ginseng, but like I said, it is tasty. Another nice benefit of this tea is that you can just drop the tea bag into a glass of room temperature water and drink it that way, it's very tasty this way! You don't have to steep or brew it with hot water, so it makes it a nice drinkable tea year round.","Good taste, but is it real Ginseng",1.0 lbs
143,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-05-18T19:58:19Z,,,,"I like all ingredients in this tea: Green tea, Licorice root and Ginseng. Specially Licorice root can relieve a spasmodic cough and test like Mint",Good taste And Good tea,1.0 lbs
144,Corona Light,Corona Light174 Beer - 6pk / 12oz Bottles,2015-05-18T19:58:19Z,,,,We like this brand especially when we make stir fry. Can't find it in the grocery stores any longer and was happy I could find it on line.,Good stuff,1.0 lbs
145,Chateau Ste Michelle,Chateau Ste Michelle174 Riesling - 750ml Bottle,2018-01-09T13:24:04Z,,,5,"This is my favorite Riesling. When I spotted it on sale for 9.99 a bottle I was delighted. I usually pay around 12.99 at other locations. Buying two bottles saved me six dollars, Thanks Target.",Great Taste And Great Value!,1.0 lbs
146,Leinenkugel's,Leinenkugel's174 Sunset Wheat Beer - 6pk / 12oz Bottles,2018-01-10T18:59:18Z,TRUE,,5,"Refreshing taste of beer especially for summer, citrus combined w/ blueberry.",Leinenkugels Sunset Wheat,1.0 lbs
147,Sierra Nevada,Sierra Nevada174 Torpedo Extra Ipa Beer - 6pk / 12oz Bottles,2018-01-10T22:32:44Z,,1,5,"Right on Target - Sierra Nevada Torpedo Ale has outstanding character, warm, subtle hints of fruit and a strong but not overly bitter hop aftertaste. It is excellent after a hard day's work to kick back and relax. Target recently began carrying beer and I could not be more enthused! ...","Right On Target, Great After A Busy Day",1.0 lbs
148,Sierra Nevada,Sierra Nevada174 Torpedo Extra Ipa Beer - 6pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,,5,Best beer for the money. Wish the club in Omaha would carry it again. Any idea if any club carries it,Excellent IPA,1.0 lbs
149,New Belgium,New Belgium174 Fat Tire Amber Ale - 12pk / 12oz Bottles,2017-09-20T01:18:35Z,TRUE,0,5,Battle ground walmart is to high priced to surrounding stores,Best beer out of Colorado,1.0 lbs
150,Smirnoff,Smirnoff174 Ice Party Pack - 12pk / 11.2oz Bottles,2018-01-10T18:06:41Z,,1,5,Any alcohol beverage,Smirnoff Is Better Than,0.06 lbs
151,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2018-01-10T05:38:33Z,,,5,"I have been enjoying Jim Beam Original for many years. I started mixing JB-O with Slice while wife and I watched Dallas. I have tried other whiskeys, but keep coming back to JB. Now I enjoy it mixed with Diet Pepsi (since I can no longer find Slice).",Always Have Jb Original On Hand,1.0 lbs
152,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2018-01-08T09:58:32Z,,,5,My momma LOVES this stuff....!! Its the taste that will rockur socks off!!,"""awesome""",1.0 lbs
153,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2018-01-03T04:55:21Z,,,5,It goes great in apple cider,Yumm,1.0 lbs
154,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-11-20T22:26:30Z,,,5,A true classic of spirits...,A Drink That Stands Out; And Smooth As Well...,1.0 lbs
155,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,The white label or the devil's cut dashed with some lemonade and lime cordial is how I enjoy my Jim.,It is the first drink I check everytime,1.0 lbs
156,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,Best Drink you can get,Yes I would buy again,1.0 lbs
157,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,4,to make manhattens,very reasonally priced,1.0 lbs
158,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,Best bourbon I have found...have toured distillery and love the brand..,One fine bourbon,1.0 lbs
159,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,Red Stag and Coke Zero is my go to drink. Only wish more bars and restaurants stocked it. Nothing like a good bourbon with a cherry kick !,Red Stag stands alone,1.0 lbs
160,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,I like it with dr.peper to sip and relax,Good taste,1.0 lbs
161,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,Better than the other's,The only whiskey I drink,1.0 lbs
162,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store.,Priced right and great quality,1.0 lbs
163,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,I keep Jim Beam on hand every day of the week.,Best bourbon on earth.,1.0 lbs
164,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,"I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT",A Bourbon Legend,1.0 lbs
165,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,It's does have a great toaste to it the only drink I'll drink.,I would buy this drink over and over.,1.0 lbs
166,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me!,Smooth,1.0 lbs
167,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,Best tasteing and defenetly the smoothest around I love it!,smoothy,1.0 lbs
168,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-20T01:18:35Z,,,5,I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.,Always in my liquor cabinet,1.0 lbs
169,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-09-02T07:00:09Z,,,4,to make manhattens,Very Reasonally Priced,1.0 lbs
170,Jim Beam,Jim Beam Bourbon Whiskey Pet-750ml Bottle,2017-07-25T05:44:53Z,,,5,Best bourbon I have found...have toured distillery and love the brand..,One Fine Bourbon,1.0 lbs
171,Josh Cellars,Josh Cellars174 Cabernet Sauvignon - 750ml Bottle,2017-09-20T01:18:35Z,TRUE,,4,Very good Cabernet Sauvignon for the money. More in line with wines typically in the 20 range.,Great value,1.0 lbs
